route_avg_temp,route_avg_wind_speed,route_avg_precip,route_avg_humidity,route_avg_visibility,route_avg_pressure,origin_avg_temp,origin_avg_wind_speed,origin_avg_precip,origin_avg_humidity,origin_avg_visibility,origin_avg_pressure,dest_avg_temp,dest_avg_wind_speed,dest_avg_precip,dest_avg_humidity,dest_avg_visibility,dest_avg_pressure,truck_age,load_capacity_pounds,mileage_mpg,age,experience,average_speed_mph,avg_no_of_vehicles,distance,average_hours,route_description,origin_description,dest_description,accident,fuel_type,gender,driving_style,ratings,is_midnight,delay
57.5,11.5,0.0,54.5,6.0,1020.0,22.583333333333332,11.833333333333334,0.03333333333333333,94.04166666666667,1.625,1008.5416666666666,29.916666666666668,13.0,0.008333333333333333,82.08333333333333,1.0416666666666667,1010.625,8,4000.0,17,45,10,56.59,450.0,283.97,5.68,Clear,Heavy snow,Blizzard,0,gas,male,proactive,3,0,0
30.0,3.0,0.0,52.0,4.75,1021.5,22.583333333333332,11.833333333333334,0.03333333333333333,94.04166666666667,1.625,1008.5416666666666,55.708333333333336,8.916666666666666,0.049999999999999996,83.75,4.708333333333333,1014.9583333333334,8,3000.0,25,48,3,60.85,475.0,755.72,15.11,Clear,Heavy snow,Heavy rain,1,diesel,male,proactive,3,0,1
50.0,8.5,0.0,53.0,6.0,1027.75,22.583333333333332,11.833333333333334,0.03333333333333333,94.04166666666667,1.625,1008.5416666666666,23.333333333333332,11.041666666666666,0.03333333333333333,92.83333333333333,0.75,1009.6666666666666,8,6000.0,27,48,16,60.35,466.6666666666667,83.21,1.66,Clear,Heavy snow,Heavy snow,1,diesel,male,proactive,4,0,1
45.5,5.75,0.0,45.5,6.0,1025.25,22.583333333333332,11.833333333333334,0.03333333333333333,94.04166666666667,1.625,1008.5416666666666,37.0,13.875,0.020833333333333332,91.54166666666667,3.6666666666666665,1005.625,9,6000.0,21,52,15,58.11,500.0,399.18,7.98,Clear,Heavy snow,Light rain,1,gas,male,proactive,6,0,0
46.0,2.75,0.0,45.5,6.0,1025.25,22.583333333333332,11.833333333333334,0.03333333333333333,94.04166666666667,1.625,1008.5416666666666,61.666666666666664,10.125,0.008333333333333333,61.708333333333336,5.541666666666667,1020.3333333333334,11,3000.0,14,51,20,43.95,483.3333333333333,1071.47,21.43,Clear,Heavy snow,Sunny,1,gas,male,conservative,8,1,1
52.0,7.75,0.07500000000000001,58.5,4.5,1016.5,22.583333333333332,11.833333333333334,0.03333333333333333,94.04166666666667,1.625,1008.5416666666666,22.125,11.708333333333334,0.0,80.54166666666667,6.0,1019.7916666666666,10,15000.0,26,50,17,45.29,483.3333333333333,400.78,8.02,Heavy rain,Heavy snow,Sunny,1,diesel,male,conservative,6,0,0
56.0,7.75,0.0,55.5,5.25,1015.75,22.583333333333332,11.833333333333334,0.03333333333333333,94.04166666666667,1.625,1008.5416666666666,31.333333333333332,11.583333333333334,0.025000000000000005,92.16666666666667,2.0833333333333335,1004.5833333333334,6,15000.0,14,44,11,43.81,475.0,236.63,4.73,Sunny,Heavy snow,Blizzard,1,gas,male,conservative,8,0,0
48.5,5.25,0.0,87.5,4.75,1026.75,40.583333333333336,7.583333333333333,0.075,89.54166666666667,4.458333333333333,1006.125,41.875,4.041666666666667,0.0,30.625,6.0,1020.2083333333334,13,6000.0,21,47,14,58.57,1659.2083333333333,746.72,14.93,Light freezing rain,Moderate rain,Partly cloudy,1,diesel,male,proactive,6,0,0
38.75,3.0,0.0,70.0,6.0,1018.0,40.583333333333336,7.583333333333333,0.075,89.54166666666667,4.458333333333333,1006.125,61.125,4.333333333333333,0.0,27.791666666666668,6.0,1019.5833333333334,4,15000.0,20,55,23,60.11,1634.2083333333333,830.87,16.62,Clear,Moderate rain,Partly cloudy,0,gas,female,proactive,9,1,0
41.75,4.0,0.0,76.25,5.25,1023.0,40.583333333333336,7.583333333333333,0.075,89.54166666666667,4.458333333333333,1006.125,19.083333333333332,10.208333333333334,0.0,78.83333333333333,6.0,1025.9166666666667,11,3000.0,24,37,3,49.3,1642.5416666666667,538.87,10.78,Clear,Moderate rain,Sunny,1,diesel,male,conservative,8,0,1
45.5,8.5,0.0,62.75,6.0,1019.5,40.583333333333336,7.583333333333333,0.075,89.54166666666667,4.458333333333333,1006.125,26.208333333333332,7.708333333333333,0.0,42.0,6.0,1023.25,9,3000.0,18,37,6,63.95,1634.2083333333333,1016.07,20.32,Clear,Moderate rain,Sunny,0,gas,Unknown,Unknown,3,1,1
62.0,11.25,0.0,51.0,6.0,1018.25,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,25.458333333333332,14.833333333333334,0.016666666666666666,88.95833333333333,1.375,1010.7083333333334,10,10000.0,25,48,14,45.35,1036.1666666666667,167.88,3.36,Light snow,Overcast,Blizzard,0,diesel,female,conservative,8,0,0
47.75,12.5,0.0,51.25,4.25,1016.25,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,35.458333333333336,13.875,0.016666666666666666,88.79166666666667,2.9166666666666665,1007.4583333333334,13,4000.0,20,47,5,50.88,1036.1666666666667,414.27,8.29,Clear,Overcast,Overcast,0,gas,male,conservative,4,0,0
62.0,5.25,0.0,51.0,5.5,1012.75,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,19.083333333333332,10.208333333333334,0.0,78.83333333333333,6.0,1025.9166666666667,13,3000.0,25,60,23,43.66,1036.1666666666667,1013.27,20.27,Clear,Overcast,Sunny,0,diesel,male,conservative,9,1,1
53.5,9.5,0.0,48.75,6.0,1019.25,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,27.208333333333332,13.875,0.012500000000000002,89.83333333333333,0.5,1009.0416666666666,11,4000.0,21,43,10,57.57,1052.8333333333333,191.76,3.84,Clear,Overcast,Blizzard,1,diesel,male,conservative,2,0,0
73.5,8.0,0.0,29.75,6.0,1014.5,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,29.666666666666668,12.916666666666666,0.03333333333333333,86.45833333333333,3.75,1013.0416666666666,11,20000.0,29,42,16,61.28,1044.5,684.27,13.69,Clear,Overcast,Blizzard,1,diesel,male,proactive,6,0,0
65.5,8.75,0.0,41.0,6.0,1017.25,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,26.208333333333332,7.708333333333333,0.0,42.0,6.0,1023.25,9,20000.0,26,45,9,62.59,1036.1666666666667,768.36,15.37,Clear,Overcast,Sunny,0,diesel,male,proactive,7,0,0
70.5,10.75,0.0,49.5,5.5,1015.25,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,38.958333333333336,12.666666666666666,0.0,56.708333333333336,6.0,1021.5,10,3000.0,18,51,15,46.82,1044.5,558.82,11.18,Overcast,Overcast,Sunny,1,gas,male,conservative,4,0,0
70.25,13.0,0.0,50.0,6.0,1016.25,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,39.0,10.708333333333334,0.05000000000000001,91.45833333333333,3.0416666666666665,1005.8333333333334,7,10000.0,25,48,10,47.36,1077.8333333333333,516.0,10.32,Cloudy,Overcast,Moderate rain,1,diesel,male,conservative,7,0,0
65.75,10.0,0.0,49.25,6.0,1017.5,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,31.125,10.625,0.0375,74.33333333333333,4.041666666666667,1022.75,9,10000.0,16,45,12,39.53,1052.8333333333333,950.0,19.0,Cloudy,Overcast,Heavy snow,1,gas,male,conservative,6,1,0
63.0,16.25,0.07500000000000001,56.5,4.75,1012.75,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,30.375,10.5,0.0,71.79166666666667,5.416666666666667,1018.9583333333334,12,10000.0,27,52,27,38.86,1052.8333333333333,374.28,7.49,Heavy rain,Overcast,Sunny,1,diesel,male,conservative,7,0,0
71.0,8.0,0.0,21.25,6.0,1013.75,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,22.583333333333332,11.833333333333334,0.03333333333333333,94.04166666666667,1.625,1008.5416666666666,7,3000.0,21,47,12,59.33,1061.1666666666667,97.81,1.96,Clear,Overcast,Heavy snow,1,diesel,male,proactive,6,0,0
66.5,7.25,0.0,54.75,6.0,1008.75,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,10,6000.0,21,59,18,44.91,1061.1666666666667,377.15,7.54,Clear,Overcast,Blizzard,1,diesel,male,conservative,6,0,0
63.0,5.0,0.0,55.75,3.0,1012.0,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,32.291666666666664,11.0,0.041666666666666664,77.66666666666667,4.291666666666667,1021.5833333333334,9,15000.0,20,49,10,38.39,1052.8333333333333,934.77,18.7,Clear,Overcast,Ice pellets,1,gas,male,conservative,7,1,1
67.0,7.0,0.0,57.5,3.5,1009.0,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,36.708333333333336,13.416666666666666,0.03333333333333333,92.625,3.25,1005.2916666666666,11,10000.0,17,41,16,44.14,1036.1666666666667,494.1,9.88,Clear,Overcast,Moderate rain,0,gas,male,conservative,7,0,1
85.0,6.25,0.0,53.0,6.0,1007.0,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,28.375,13.666666666666666,0.0,84.58333333333333,2.5833333333333335,1010.625,8,3000.0,26,49,1,57.87,1036.1666666666667,257.42,5.15,Patchy rain possible,Overcast,Overcast,0,diesel,male,proactive,3,0,0
79.0,6.5,0.0,34.0,6.0,1012.25,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,32.416666666666664,9.0,0.041666666666666664,78.0,4.458333333333333,1021.5,7,15000.0,19,49,6,59.46,1044.5,930.89,18.62,Clear,Overcast,Overcast,1,gas,male,proactive,7,1,1
76.5,6.5,0.0,60.0,4.0,1007.0,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,32.916666666666664,5.375,0.03333333333333333,94.625,3.3333333333333335,1012.9166666666666,10,15000.0,19,56,17,63.59,1061.1666666666667,727.48,14.55,Light drizzle,Overcast,Moderate rain,1,gas,female,proactive,9,0,0
74.5,8.5,0.0,58.0,3.75,1008.75,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,59.833333333333336,8.75,0.0,62.5,5.333333333333333,1020.875,9,20000.0,21,50,6,58.44,1036.1666666666667,1019.41,20.39,Light drizzle,Overcast,Sunny,0,diesel,male,proactive,4,1,0
66.5,10.0,0.0,60.0,6.0,1012.0,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,55.354166666666664,6.0,0.012500000000000002,82.22916666666667,4.583333333333333,1013.75,13,10000.0,22,38,7,60.88,1044.5,851.6,17.03,Partly cloudy,Overcast,Patchy rain possible,1,diesel,male,proactive,4,1,0
66.0,3.25,0.0,54.75,6.0,1014.5,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,28.708333333333332,9.0,0.025000000000000005,72.54166666666667,4.916666666666667,1026.25,10,6000.0,18,44,16,60.87,1044.5,1052.88,21.06,Clear,Overcast,Overcast,1,gas,male,proactive,7,1,0
70.0,5.5,0.0,67.5,6.0,1017.25,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,42.958333333333336,12.208333333333334,0.0,53.791666666666664,6.0,1022.2083333333334,12,15000.0,21,47,7,39.22,1052.8333333333333,668.95,13.38,Clear,Overcast,Sunny,1,gas,male,conservative,7,0,0
66.5,8.5,0.0,68.5,6.0,1015.5,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,10.875,11.416666666666666,0.0,92.625,3.0833333333333335,1020.8333333333334,7,6000.0,24,61,7,58.69,1036.1666666666667,260.56,5.21,Clear,Overcast,Heavy snow,0,diesel,male,proactive,3,0,0
71.0,7.0,0.0,60.5,5.5,1015.0,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,30.5,10.875,0.0,80.29166666666667,3.25,1012.5416666666666,8,10000.0,23,43,13,63.78,1036.1666666666667,322.68,6.45,Clear,Overcast,Blizzard,0,diesel,male,proactive,4,0,1
70.5,6.0,0.0,56.5,3.75,1008.0,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,28.75,14.666666666666666,0.004166666666666667,90.70833333333333,1.875,1006.875,8,6000.0,27,50,12,64.6,1044.5,207.26,4.15,Clear,Overcast,Blizzard,1,diesel,male,Unknown,5,0,1
73.75,7.25,0.0,56.5,6.0,1007.75,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,22.291666666666668,9.041666666666666,0.025000000000000005,64.33333333333333,4.083333333333333,1026.4583333333333,8,6000.0,22,49,17,39.27,1036.1666666666667,1012.79,20.26,Clear,Overcast,Heavy snow,0,diesel,male,conservative,7,1,1
77.5,4.5,0.05,59.0,5.0,1005.25,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,37.25,7.791666666666667,0.020833333333333332,93.375,4.5,1017.4583333333334,9,3000.0,13,37,4,43.66,1061.1666666666667,841.46,16.83,Moderate or heavy rain shower,Overcast,Light rain,1,gas,male,conservative,3,1,0
68.0,7.5,0.0,58.0,3.25,1017.0,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,30.833333333333332,6.375,0.04583333333333334,94.70833333333333,2.2916666666666665,1014.4583333333334,10,15000.0,24,57,9,59.95,1044.5,741.88,14.84,Freezing fog,Overcast,Heavy snow,1,diesel,male,proactive,8,0,0
69.75,10.75,0.0,61.75,6.0,1014.25,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,48.541666666666664,8.541666666666666,0.0,95.5,4.125,1016.125,11,10000.0,21,44,16,48.2,1044.5,966.78,19.34,Partly cloudy,Overcast,Light drizzle,1,Unknown,male,conservative,4,1,0
65.75,9.5,0.0,68.75,6.0,1009.5,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,28.041666666666668,12.708333333333334,0.004166666666666667,93.0,3.7083333333333335,1004.0833333333334,11,3000.0,17,47,22,38.25,1044.5,314.05,6.28,Partly cloudy,Overcast,Overcast,1,gas,male,conservative,4,0,1
79.0,7.25,0.0,66.5,6.0,1009.5,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,29.916666666666668,13.0,0.008333333333333333,82.08333333333333,1.0416666666666667,1010.625,6,10000.0,17,54,26,54.72,1052.8333333333333,270.32,5.41,Clear,Overcast,Blizzard,1,gas,male,conservative,9,0,0
56.0,8.5,0.0,69.75,6.0,1015.0,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,55.708333333333336,8.916666666666666,0.049999999999999996,83.75,4.708333333333333,1014.9583333333334,7,10000.0,18,44,17,64.42,1036.1666666666667,750.3,15.01,Clear,Overcast,Heavy rain,0,gas,male,proactive,4,0,0
70.5,10.5,0.0,52.75,6.0,1015.5,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,23.333333333333332,11.041666666666666,0.03333333333333333,92.83333333333333,0.75,1009.6666666666666,11,20000.0,18,48,15,44.02,1044.5,22.91,0.46,Clear,Overcast,Heavy snow,1,gas,male,conservative,8,0,1
68.25,6.5,0.0,56.75,6.0,1016.25,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,37.0,13.875,0.020833333333333332,91.54166666666667,3.6666666666666665,1005.625,11,10000.0,15,46,10,50.83,1052.8333333333333,467.2,9.34,Clear,Overcast,Light rain,1,gas,male,conservative,2,0,0
65.5,4.0,0.0,55.75,6.0,1013.5,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,61.666666666666664,10.125,0.008333333333333333,61.708333333333336,5.541666666666667,1020.3333333333334,10,3000.0,20,51,16,53.06,1052.8333333333333,1028.76,20.58,Clear,Overcast,Sunny,1,Unknown,male,conservative,6,1,0
67.0,7.5,0.0,68.0,5.5,1010.0,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,22.125,11.708333333333334,0.0,80.54166666666667,6.0,1019.7916666666666,9,6000.0,26,53,19,54.06,1036.1666666666667,315.98,6.32,Overcast,Overcast,Sunny,0,diesel,male,conservative,4,0,0
70.5,6.75,0.025,62.5,6.0,1011.25,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,31.333333333333332,11.583333333333334,0.025000000000000005,92.16666666666667,2.0833333333333335,1004.5833333333334,12,15000.0,14,54,12,58.14,1036.1666666666667,295.81,5.92,Light rain,Overcast,Blizzard,0,gas,male,proactive,4,0,0
31.5,7.5,0.0,54.0,6.0,1022.0,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,25.458333333333332,14.833333333333334,0.016666666666666666,88.95833333333333,1.375,1010.7083333333334,11,10000.0,17,53,19,40.02,1085.6666666666667,211.56,4.23,Partly cloudy,Blizzard,Blizzard,1,gas,male,conservative,9,0,0
31.5,6.0,0.0,88.0,5.75,1010.25,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,35.458333333333336,13.875,0.016666666666666666,88.79166666666667,2.9166666666666665,1007.4583333333334,12,15000.0,23,51,17,58.27,1085.6666666666667,240.42,4.81,Light snow,Blizzard,Overcast,1,diesel,male,proactive,9,0,0
50.5,6.0,0.0,70.0,6.0,1022.25,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,19.083333333333332,10.208333333333334,0.0,78.83333333333333,6.0,1025.9166666666667,8,6000.0,22,59,23,44.9,1094.0,1170.78,23.42,Clear,Blizzard,Sunny,1,diesel,male,conservative,8,1,1
47.5,6.25,0.0,77.0,3.75,1018.0,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,27.208333333333332,13.875,0.012500000000000002,89.83333333333333,0.5,1009.0416666666666,8,15000.0,19,51,28,58.02,1094.0,185.73,3.71,Clear,Blizzard,Blizzard,1,gas,male,proactive,4,0,0
60.25,5.0,0.0,84.25,6.0,1010.0,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,29.666666666666668,12.916666666666666,0.03333333333333333,86.45833333333333,3.75,1013.0416666666666,6,15000.0,28,57,20,56.15,1094.0,705.5,14.11,Clear,Blizzard,Blizzard,1,diesel,male,conservative,6,0,0
46.5,9.0,0.0,66.0,6.0,1018.0,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,26.208333333333332,7.708333333333333,0.0,42.0,6.0,1023.25,8,10000.0,24,47,9,60.34,1102.3333333333333,776.33,15.53,Clear,Blizzard,Sunny,1,diesel,male,proactive,8,0,0
56.0,8.75,0.0,72.25,6.0,1018.0,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,38.958333333333336,12.666666666666666,0.0,56.708333333333336,6.0,1021.5,9,6000.0,22,48,14,59.38,1094.0,378.61,7.57,Light rain,Blizzard,Sunny,1,diesel,male,proactive,8,0,0
57.0,7.5,0.0,75.25,5.75,1014.25,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,39.0,10.708333333333334,0.05000000000000001,91.45833333333333,3.0416666666666665,1005.8333333333334,9,4000.0,23,48,17,56.82,1119.0,408.23,8.16,Cloudy,Blizzard,Moderate rain,1,diesel,male,proactive,4,0,0
37.75,8.25,0.025,90.75,4.5,1017.75,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,31.125,10.625,0.0375,74.33333333333333,4.041666666666667,1022.75,10,4000.0,17,45,4,56.85,1077.3333333333333,910.67,18.21,Moderate or heavy snow showers,Blizzard,Heavy snow,0,gas,female,proactive,4,1,0
46.25,7.5,0.025,90.5,5.25,1015.75,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,30.375,10.5,0.0,71.79166666666667,5.416666666666667,1018.9583333333334,11,4000.0,19,42,9,43.5,1094.0,227.85,4.56,Moderate rain,Blizzard,Sunny,1,gas,male,conservative,7,0,0
65.0,7.5,0.0,62.0,6.0,1016.5,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,22.583333333333332,11.833333333333334,0.03333333333333333,94.04166666666667,1.625,1008.5416666666666,7,4000.0,24,50,18,60.31,1085.6666666666667,392.65,7.85,Clear,Blizzard,Heavy snow,1,diesel,male,proactive,4,0,0
66.5,7.25,0.0,54.75,6.0,1008.75,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,12,15000.0,14,49,14,63.42,1085.6666666666667,377.15,7.54,Clear,Blizzard,Overcast,1,gas,male,proactive,4,0,0
40.75,8.75,0.0,71.0,5.25,1008.75,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,32.291666666666664,11.0,0.041666666666666664,77.66666666666667,4.291666666666667,1021.5833333333334,7,20000.0,21,45,3,46.52,1085.6666666666667,884.58,17.69,Clear,Blizzard,Ice pellets,1,diesel,male,conservative,7,1,1
50.75,5.25,0.0,72.25,6.0,1017.0,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,36.708333333333336,13.416666666666666,0.03333333333333333,92.625,3.25,1005.2916666666666,11,3000.0,24,50,11,59.36,1094.0,414.1,8.28,Clear,Blizzard,Moderate rain,1,diesel,male,proactive,4,0,0
60.0,7.0,0.0,67.5,6.0,1014.0,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,28.375,13.666666666666666,0.0,84.58333333333333,2.5833333333333335,1010.625,5,20000.0,24,49,14,47.74,1085.6666666666667,119.74,2.39,Clear,Blizzard,Overcast,1,diesel,male,conservative,6,0,0
52.0,11.5,0.0,73.75,6.0,1015.0,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,32.416666666666664,9.0,0.041666666666666664,78.0,4.458333333333333,1021.5,12,15000.0,18,45,3,43.94,1085.6666666666667,880.87,17.62,Light rain shower,Blizzard,Overcast,1,gas,male,conservative,4,1,1
57.5,10.75,0.0,66.25,6.0,1014.25,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,32.916666666666664,5.375,0.03333333333333333,94.625,3.3333333333333335,1012.9166666666666,10,3000.0,19,51,18,57.49,1094.0,612.99,12.26,Clear,Blizzard,Moderate rain,1,gas,male,proactive,7,0,0
53.25,10.75,0.0,77.5,6.0,1013.5,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,59.833333333333336,8.75,0.0,62.5,5.333333333333333,1020.875,12,6000.0,22,41,12,60.42,1102.3333333333333,691.51,13.83,Clear,Blizzard,Sunny,1,gas,female,proactive,6,0,0
51.75,10.5,0.0,84.5,6.0,1012.5,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,55.354166666666664,6.0,0.012500000000000002,82.22916666666667,4.583333333333333,1013.75,12,15000.0,26,58,18,59.82,1077.3333333333333,631.09,12.62,Clear,Blizzard,Patchy rain possible,0,diesel,male,proactive,4,0,0
45.5,10.75,0.0,79.25,4.75,1012.5,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,28.708333333333332,9.0,0.025000000000000005,72.54166666666667,4.916666666666667,1026.25,9,15000.0,27,48,5,59.83,1094.0,1033.73,20.67,Clear,Blizzard,Overcast,1,diesel,Unknown,proactive,3,1,0
59.5,4.5,0.0,94.5,2.25,1018.25,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,42.958333333333336,12.208333333333334,0.0,53.791666666666664,6.0,1022.2083333333334,8,3000.0,25,51,19,40.96,1085.6666666666667,450.7,9.01,Fog,Blizzard,Sunny,1,diesel,male,conservative,7,0,0
48.5,11.25,0.0,73.5,6.0,1011.5,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,10.875,11.416666666666666,0.0,92.625,3.0833333333333335,1020.8333333333334,9,3000.0,18,48,7,55.21,1085.6666666666667,563.66,11.27,Clear,Blizzard,Heavy snow,1,gas,male,proactive,4,0,0
53.5,7.25,0.0,78.5,6.0,1013.5,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,30.5,10.875,0.0,80.29166666666667,3.25,1012.5416666666666,5,20000.0,27,46,14,45.49,1094.0,60.43,1.21,Clear,Blizzard,Blizzard,1,diesel,male,conservative,6,0,0
54.5,8.75,0.0,73.5,6.0,1013.5,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,28.75,14.666666666666666,0.004166666666666667,90.70833333333333,1.875,1006.875,11,6000.0,26,54,8,59.68,1085.6666666666667,205.99,4.12,Clear,Blizzard,Blizzard,1,diesel,male,proactive,2,0,0
63.5,4.25,0.0,66.75,6.0,1014.5,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,22.291666666666668,9.041666666666666,0.025000000000000005,64.33333333333333,4.083333333333333,1026.4583333333333,11,15000.0,19,52,24,60.35,1085.6666666666667,1009.15,20.18,Clear,Blizzard,Heavy snow,1,diesel,male,proactive,7,1,1
72.0,12.0,0.0,63.0,6.0,1013.25,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,37.25,7.791666666666667,0.020833333333333332,93.375,4.5,1017.4583333333334,12,15000.0,16,49,12,47.68,1085.6666666666667,722.35,14.45,Clear,Blizzard,Light rain,1,gas,male,conservative,6,0,0
56.75,8.75,0.0,72.25,6.0,1015.0,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,30.833333333333332,6.375,0.04583333333333334,94.70833333333333,2.2916666666666665,1014.4583333333334,11,20000.0,26,50,0,39.99,1085.6666666666667,678.83,13.58,Patchy rain possible,Blizzard,Heavy snow,1,diesel,male,conservative,7,0,1
59.0,11.5,0.07500000000000001,78.25,4.0,1008.0,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,48.541666666666664,8.541666666666666,0.0,95.5,4.125,1016.125,12,6000.0,22,46,1,64.15,1110.6666666666667,800.52,16.01,Cloudy,Blizzard,Light drizzle,1,diesel,male,proactive,8,1,1
65.5,14.25,0.0,69.75,6.0,1009.0,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,28.041666666666668,12.708333333333334,0.004166666666666667,93.0,3.7083333333333335,1004.0833333333334,11,20000.0,22,43,3,59.29,1085.6666666666667,381.12,7.62,Sunny,Blizzard,Overcast,1,diesel,male,proactive,8,0,1
73.5,7.75,0.0,62.5,6.0,1018.75,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,29.916666666666668,13.0,0.008333333333333333,82.08333333333333,1.0416666666666667,1010.625,11,3000.0,20,43,4,60.58,1085.6666666666667,109.14,2.18,Clear,Blizzard,Blizzard,1,gas,female,proactive,4,0,0
44.0,5.75,0.0,73.25,6.0,1019.0,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,55.708333333333336,8.916666666666666,0.049999999999999996,83.75,4.708333333333333,1014.9583333333334,11,10000.0,21,51,24,57.72,1102.3333333333333,373.8,7.48,Clear,Blizzard,Heavy rain,1,diesel,male,proactive,9,0,0
59.0,12.5,0.025,73.5,5.0,1013.75,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,23.333333333333332,11.041666666666666,0.03333333333333333,92.83333333333333,0.75,1009.6666666666666,10,6000.0,20,54,21,41.33,1094.0,361.86,7.24,Moderate or heavy rain shower,Blizzard,Heavy snow,1,gas,male,conservative,7,0,1
54.5,6.5,0.0,70.25,6.0,1016.25,33.625,13.375,0.0,78.25,3.4583333333333335,1012.25,37.0,13.875,0.020833333333333332,91.54166666666667,3.6666666666666665,1005.625,12,6000.0,27,49,16,49.47,1085.6666666666667,368.04,7.36,Clear,Blizzard,Light rain,1,diesel,male,conservative,4,0,0
